age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,coded-income,tax-bracket,income-90k-threshold
62,Local-gov,155450,Some-college,10,Married-civ-spouse,Production,Husband,White,Male,40,United-States,41,4,>90k
23,Private,173568,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,40,United-States,6,2,<=90k
52,Self-emp-inc,151682,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,13,2,<=90k
43,Private,140824,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,33,3,<=90k
39,Federal-gov,222931,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,38,4,>90k
59,Federal-gov,131250,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,20,3,<=90k
46,Private,120695,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,Hungary,10,2,<=90k
42,Self-emp-inc,140824,HS-grad,9,Never-married,Sales,Unmarried,White,Male,45,United-States,35,3,<=90k
31,Private,147919,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,25,3,<=90k
37,Private,172694,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,23,3,<=90k
58,Self-emp-not-inc,157999,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,41,4,>90k
66,Self-emp-not-inc,186685,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,41,4,>90k
53,Private,104943,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,31,3,<=90k
21,Private,143049,Some-college,10,Never-married,Other-service,Own-child,White,Male,10,United-States,7,2,<=90k
51,Private,117977,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,20,United-States,7,2,<=90k
42,Private,157923,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,31,3,<=90k
37,Private,222931,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,20,United-States,5,2,<=90k
64,Private,160798,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,15,2,<=90k
62,Self-emp-not-inc,175631,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Poland,41,4,>90k
68,Federal-gov,109918,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,20,3,<=90k
37,Private,127783,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
37,Private,190064,Some-college,10,Divorced,Other-service,Other-relative,White,Female,40,United-States,15,2,<=90k
49,Private,165084,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,38,4,>90k
37,Private,166577,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,30,United-States,17,2,<=90k
42,Private,150399,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,40,United-States,8,2,<=90k
65,Private,114004,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States,41,4,>90k
60,Private,204048,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,41,4,>90k
23,Private,196989,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,10,United-States,7,2,<=90k
21,Private,196989,Assoc-acdm,12,Never-married,Transport-moving,Own-child,White,Male,10,United-States,9,2,<=90k
62,Self-emp-inc,124513,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Canada,18,3,<=90k
26,Private,164652,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,21,3,<=90k
51,Private,141066,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,14,2,<=90k
35,Private,214941,Assoc-acdm,12,Divorced,Exec-managerial,Own-child,White,Female,40,United-States,28,3,<=90k
53,Federal-gov,104943,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,26,3,<=90k
59,Private,229578,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,20,3,<=90k
54,Private,215239,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,22,3,<=90k
51,Self-emp-inc,161518,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,35,United-States,31,3,<=90k
19,Private,199147,Some-college,10,Never-married,Other-service,Own-child,White,Female,24,United-States,3,1,<=90k
51,Private,146310,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,11,2,<=90k
62,Private,144570,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,40,United-States,13,2,<=90k
31,Private,134084,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,13,2,<=90k
64,Federal-gov,107685,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,41,4,>90k
25,Private,141329,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,22,3,<=90k
64,Federal-gov,103826,HS-grad,9,Married-civ-spouse,Production,Husband,White,Male,70,United-States,31,3,<=90k
63,Local-gov,142544,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,18,3,<=90k
58,Private,125521,Assoc-acdm,12,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,30,United-States,12,2,<=90k
37,Private,139244,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,25,3,<=90k
36,Private,214941,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,41,4,>90k
46,Private,120695,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,41,4,>90k
41,Local-gov,145009,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,17,2,<=90k
61,Self-emp-inc,155859,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,7,2,<=90k
29,Private,170772,HS-grad,9,Never-married,Construction,Own-child,White,Male,40,United-States,15,2,<=90k
25,Private,170772,11th,7,Never-married,Construction,Own-child,White,Male,24,United-States,2,1,<=90k
65,Local-gov,165089,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,35,Canada,6,2,<=90k
56,Private,159878,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,41,4,>90k
51,Private,146310,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,36,United-States,38,4,>90k
53,Private,119936,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,41,4,>90k
49,Local-gov,125181,Masters,14,Married-AF-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
59,Federal-gov,122064,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,Germany,31,3,<=90k
38,Private,136698,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,14,2,<=90k
63,Private,102044,Masters,14,Divorced,Production,Not-in-family,White,Female,40,Bulgaria,6,2,<=90k
66,Private,145997,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,32,United-States,18,3,<=90k
61,Federal-gov,114837,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,38,4,>90k
28,Federal-gov,141329,HS-grad,9,Never-married,Production,Own-child,White,Male,40,United-States,16,2,<=90k
39,Private,139244,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,41,4,>90k
39,Self-emp-inc,127783,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,31,3,<=90k
28,Private,177829,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,40,United-States,22,3,<=90k
47,Private,159168,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,41,4,>90k
21,Self-emp-not-inc,155635,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,45,United-States,22,3,<=90k
31,Local-gov,207086,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,New-Zealand,11,2,<=90k
37,Private,144055,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,41,4,>90k
76,Private,83288,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,25,United-States,21,3,<=90k
50,Private,76865,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,8,2,<=90k
42,Local-gov,88576,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,9,2,<=90k
43,Self-emp-not-inc,104144,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,17,2,<=90k
32,Private,102092,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,48,United-States,9,2,<=90k
60,Local-gov,103217,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,70,United-States,41,4,>90k
76,Self-emp-inc,74801,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,20,United-States,41,4,>90k
70,Private,96528,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,41,4,>90k
35,Private,95524,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,40,United-States,14,2,<=90k
30,Private,98447,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,17,2,<=90k
71,Self-emp-not-inc,62009,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,16,United-States,7,2,<=90k
65,Self-emp-inc,67334,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,41,4,>90k
23,Private,93151,Bachelors,13,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,28,Thailand,3,1,<=90k
22,Private,93993,Assoc-acdm,12,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,20,Thailand,7,2,<=90k
35,Private,88496,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,40,United-States,17,2,<=90k
52,Private,75517,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,41,4,>90k
63,Private,76102,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,35,3,<=90k
29,Private,141344,7th-8th,4,Never-married,Other-service,Other-relative,White,Female,40,United-States,6,2,<=90k
29,Private,114400,Masters,14,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,10,2,<=90k
39,State-gov,88496,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,9,2,<=90k
46,Private,102494,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,36,United-States,19,3,<=90k
54,Private,97581,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,49,United-States,11,2,<=90k
66,Private,72382,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,14,2,<=90k
39,Self-emp-not-inc,95524,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,8,2,<=90k
54,Private,102182,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,28,United-States,11,2,<=90k
49,Private,78242,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,23,3,<=90k
54,Private,85162,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,11,2,<=90k
63,Self-emp-not-inc,79654,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States,2,1,<=90k
53,Local-gov,97581,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,7,2,<=90k
31,Private,102092,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,50,United-States,12,2,<=90k
32,Private,138624,Assoc-acdm,12,Never-married,Other-service,Unmarried,White,Female,40,United-States,14,2,<=90k
37,Federal-gov,107461,Prof-school,15,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,19,3,<=90k
31,Private,124193,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,41,4,>90k
63,Local-gov,79654,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,6,United-States,4,1,<=90k
50,State-gov,98534,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,United-States,23,3,<=90k
68,Self-emp-not-inc,93944,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,41,4,>90k
42,Private,100809,Some-college,10,Widowed,Production,Not-in-family,White,Male,60,United-States,20,3,<=90k
42,Self-emp-inc,92215,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,United-States,17,2,<=90k
29,Private,155986,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,21,3,<=90k
64,Self-emp-not-inc,93944,HS-grad,9,Divorced,Production,Not-in-family,White,Male,50,United-States,37,4,>90k
53,Private,98831,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,41,4,>90k
30,Private,98799,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,13,2,<=90k
51,Self-emp-inc,89425,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,33,3,<=90k
17,Private,162043,11th,7,Never-married,Sales,Own-child,White,Female,15,United-States,1,1,<=90k
61,State-gov,84152,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,27,3,<=90k
29,Federal-gov,160916,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,45,United-States,27,3,<=90k
64,Self-emp-inc,88737,Masters,14,Married-civ-spouse,Construction,Husband,White,Male,40,United-States,20,3,<=90k
39,State-gov,92716,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,England,23,3,<=90k
55,Private,84811,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,37,4,>90k
66,Private,78827,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,45,United-States,30,3,<=90k
28,Private,114118,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,15,2,<=90k
64,Private,77995,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,41,4,>90k
48,Self-emp-not-inc,81140,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,16,United-States,3,1,<=90k
22,Self-emp-not-inc,115172,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,5,United-States,1,1,<=90k
46,Self-emp-not-inc,90515,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,23,3,<=90k
44,Local-gov,117406,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,27,3,<=90k
45,Private,90515,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,15,2,<=90k
58,Private,67752,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,25,3,<=90k
41,Private,130459,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,45,United-States,16,2,<=90k
60,Private,76781,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,United-States,41,4,>90k
67,Private,69827,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,45,United-States,21,3,<=90k
35,Private,82411,10th,6,Never-married,Transport-moving,Own-child,White,Male,40,United-States,21,3,<=90k
60,Private,79841,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,50,United-States,7,2,<=90k
55,Local-gov,90569,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,25,3,<=90k
42,Private,100425,11th,7,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,40,United-States,12,2,<=90k
28,Private,141344,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,17,2,<=90k
39,Private,124302,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,White,Female,45,United-States,25,3,<=90k
57,State-gov,93923,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,United-States,36,4,<=90k
35,Private,99061,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,37,4,>90k
34,Private,89433,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,13,2,<=90k
65,Private,79518,HS-grad,9,Divorced,Production,Unmarried,White,Female,40,United-States,13,2,<=90k
41,Private,100425,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,10,United-States,6,2,<=90k
49,Private,74121,HS-grad,9,Divorced,Production,Unmarried,White,Male,45,United-States,31,3,<=90k
21,Private,111060,HS-grad,9,Never-married,Production,Own-child,White,Male,40,United-States,13,2,<=90k
29,Private,141344,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,18,3,<=90k
58,Private,99532,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,19,3,<=90k
22,Private,99068,Assoc-acdm,12,Divorced,Sales,Own-child,White,Male,40,United-States,29,3,<=90k
34,Private,100778,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,White,Female,70,United-States,13,2,<=90k
57,Federal-gov,89204,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,43,United-States,28,3,<=90k
64,Private,79654,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,4,1,<=90k
59,Private,99532,Some-college,10,Separated,Production,Not-in-family,White,Male,50,United-States,33,3,<=90k
76,Local-gov,83396,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,3,United-States,10,2,<=90k
48,Private,88136,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,45,United-States,27,3,<=90k
57,Private,89204,Some-college,10,Married-civ-spouse,Construction,Husband,White,Male,32,United-States,13,2,<=90k
24,Private,170636,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,40,United-States,12,2,<=90k
39,Private,154652,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,30,United-States,11,2,<=90k
